raceId,year,round,nameRace,date,time,circuitRef,nameCircuit,location,country,lat,lng,alt
483,1981,1,United States Grand Prix West,1981-03-15,,long_beach,Long Beach,California,USA,33.7651,-118.189,12.0
484,1981,2,Brazilian Grand Prix,1981-03-29,,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,1126.0
485,1981,3,Argentine Grand Prix,1981-04-12,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
486,1981,4,San Marino Grand Prix,1981-05-03,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
487,1981,5,Belgian Grand Prix,1981-05-17,,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,36.0
488,1981,6,Monaco Grand Prix,1981-05-31,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
489,1981,7,Spanish Grand Prix,1981-06-21,,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609.0
490,1981,8,French Grand Prix,1981-07-05,,dijon,Dijon-Prenois,Dijon,France,47.3625,4.89913,484.0
491,1981,9,British Grand Prix,1981-07-18,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
492,1981,10,German Grand Prix,1981-08-02,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
493,1981,11,Austrian Grand Prix,1981-08-16,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
494,1981,12,Dutch Grand Prix,1981-08-30,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
495,1981,13,Italian Grand Prix,1981-09-13,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
496,1981,14,Canadian Grand Prix,1981-09-27,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
497,1981,15,Caesars Palace Grand Prix,1981-10-17,,las_vegas,Las Vegas Street Circuit,Nevada,USA,36.1162,-115.174,639.0
498,1980,1,Argentine Grand Prix,1980-01-13,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
499,1980,2,Brazilian Grand Prix,1980-01-27,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
500,1980,3,South African Grand Prix,1980-03-01,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
501,1980,4,United States Grand Prix West,1980-03-30,,long_beach,Long Beach,California,USA,33.7651,-118.189,12.0
502,1980,5,Belgian Grand Prix,1980-05-04,,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,36.0
503,1980,6,Monaco Grand Prix,1980-05-18,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
504,1980,7,French Grand Prix,1980-06-29,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
505,1980,8,British Grand Prix,1980-07-13,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
506,1980,9,German Grand Prix,1980-08-10,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
507,1980,10,Austrian Grand Prix,1980-08-17,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
508,1980,11,Dutch Grand Prix,1980-08-31,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
509,1980,12,Italian Grand Prix,1980-09-14,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
510,1980,13,Canadian Grand Prix,1980-09-28,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
511,1980,14,United States Grand Prix,1980-10-05,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
512,1979,1,Argentine Grand Prix,1979-01-21,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
513,1979,2,Brazilian Grand Prix,1979-02-04,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
514,1979,3,South African Grand Prix,1979-03-03,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
515,1979,4,United States Grand Prix West,1979-04-08,,long_beach,Long Beach,California,USA,33.7651,-118.189,12.0
516,1979,5,Spanish Grand Prix,1979-04-29,,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609.0
517,1979,6,Belgian Grand Prix,1979-05-13,,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,36.0
518,1979,7,Monaco Grand Prix,1979-05-27,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
519,1979,8,French Grand Prix,1979-07-01,,dijon,Dijon-Prenois,Dijon,France,47.3625,4.89913,484.0
520,1979,9,British Grand Prix,1979-07-14,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
521,1979,10,German Grand Prix,1979-07-29,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
522,1979,11,Austrian Grand Prix,1979-08-12,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
523,1979,12,Dutch Grand Prix,1979-08-26,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
524,1979,13,Italian Grand Prix,1979-09-09,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
525,1979,14,Canadian Grand Prix,1979-09-30,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
526,1979,15,United States Grand Prix,1979-10-07,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
527,1978,1,Argentine Grand Prix,1978-01-15,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
528,1978,2,Brazilian Grand Prix,1978-01-29,,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,1126.0
529,1978,3,South African Grand Prix,1978-03-04,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
530,1978,4,United States Grand Prix West,1978-04-02,,long_beach,Long Beach,California,USA,33.7651,-118.189,12.0
531,1978,5,Monaco Grand Prix,1978-05-07,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
532,1978,6,Belgian Grand Prix,1978-05-21,,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,36.0
533,1978,7,Spanish Grand Prix,1978-06-04,,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609.0
534,1978,8,Swedish Grand Prix,1978-06-17,,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042,153.0
535,1978,9,French Grand Prix,1978-07-02,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
536,1978,10,British Grand Prix,1978-07-16,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
537,1978,11,German Grand Prix,1978-07-30,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
538,1978,12,Austrian Grand Prix,1978-08-13,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
539,1978,13,Dutch Grand Prix,1978-08-27,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
540,1978,14,Italian Grand Prix,1978-09-10,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
541,1978,15,United States Grand Prix,1978-10-01,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
542,1978,16,Canadian Grand Prix,1978-10-08,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
543,1977,1,Argentine Grand Prix,1977-01-09,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
544,1977,2,Brazilian Grand Prix,1977-01-23,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
545,1977,3,South African Grand Prix,1977-03-05,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
546,1977,4,United States Grand Prix West,1977-04-03,,long_beach,Long Beach,California,USA,33.7651,-118.189,12.0
547,1977,5,Spanish Grand Prix,1977-05-08,,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609.0
548,1977,6,Monaco Grand Prix,1977-05-22,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
549,1977,7,Belgian Grand Prix,1977-06-05,,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,36.0
550,1977,8,Swedish Grand Prix,1977-06-19,,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042,153.0
551,1977,9,French Grand Prix,1977-07-03,,dijon,Dijon-Prenois,Dijon,France,47.3625,4.89913,484.0
552,1977,10,British Grand Prix,1977-07-16,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
553,1977,11,German Grand Prix,1977-07-31,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
554,1977,12,Austrian Grand Prix,1977-08-14,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
555,1977,13,Dutch Grand Prix,1977-08-28,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
556,1977,14,Italian Grand Prix,1977-09-11,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
557,1977,15,United States Grand Prix,1977-10-02,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
558,1977,16,Canadian Grand Prix,1977-10-09,,mosport,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756,332.0
559,1977,17,Japanese Grand Prix,1977-10-23,,fuji,Fuji Speedway,Oyama,Japan,35.3717,138.927,583.0
560,1976,1,Brazilian Grand Prix,1976-01-25,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
561,1976,2,South African Grand Prix,1976-03-06,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
562,1976,3,United States Grand Prix West,1976-03-28,,long_beach,Long Beach,California,USA,33.7651,-118.189,12.0
563,1976,4,Spanish Grand Prix,1976-05-02,,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609.0
564,1976,5,Belgian Grand Prix,1976-05-16,,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,36.0
565,1976,6,Monaco Grand Prix,1976-05-30,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
566,1976,7,Swedish Grand Prix,1976-06-13,,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042,153.0
567,1976,8,French Grand Prix,1976-07-04,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
568,1976,9,British Grand Prix,1976-07-18,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
569,1976,10,German Grand Prix,1976-08-01,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
570,1976,11,Austrian Grand Prix,1976-08-15,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
571,1976,12,Dutch Grand Prix,1976-08-29,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
572,1976,13,Italian Grand Prix,1976-09-12,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
573,1976,14,Canadian Grand Prix,1976-10-03,,mosport,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756,332.0
574,1976,15,United States Grand Prix,1976-10-10,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
575,1976,16,Japanese Grand Prix,1976-10-24,,fuji,Fuji Speedway,Oyama,Japan,35.3717,138.927,583.0
576,1975,1,Argentine Grand Prix,1975-01-12,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
577,1975,2,Brazilian Grand Prix,1975-01-26,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
578,1975,3,South African Grand Prix,1975-03-01,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
579,1975,4,Spanish Grand Prix,1975-04-27,,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79.0
580,1975,5,Monaco Grand Prix,1975-05-11,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
581,1975,6,Belgian Grand Prix,1975-05-25,,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,36.0
582,1975,7,Swedish Grand Prix,1975-06-08,,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042,153.0
583,1975,8,Dutch Grand Prix,1975-06-22,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
584,1975,9,French Grand Prix,1975-07-06,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
585,1975,10,British Grand Prix,1975-07-19,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
586,1975,11,German Grand Prix,1975-08-03,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
587,1975,12,Austrian Grand Prix,1975-08-17,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
588,1975,13,Italian Grand Prix,1975-09-07,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
589,1975,14,United States Grand Prix,1975-10-05,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
590,1974,1,Argentine Grand Prix,1974-01-13,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
591,1974,2,Brazilian Grand Prix,1974-01-27,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
592,1974,3,South African Grand Prix,1974-03-30,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
593,1974,4,Spanish Grand Prix,1974-04-28,,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609.0
594,1974,5,Belgian Grand Prix,1974-05-12,,nivelles,Nivelles-Baulers,Brussels,Belgium,50.6211,4.32694,139.0
595,1974,6,Monaco Grand Prix,1974-05-26,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
596,1974,7,Swedish Grand Prix,1974-06-09,,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042,153.0
597,1974,8,Dutch Grand Prix,1974-06-23,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
598,1974,9,French Grand Prix,1974-07-07,,dijon,Dijon-Prenois,Dijon,France,47.3625,4.89913,484.0
599,1974,10,British Grand Prix,1974-07-20,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
600,1974,11,German Grand Prix,1974-08-04,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
601,1974,12,Austrian Grand Prix,1974-08-18,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
602,1974,13,Italian Grand Prix,1974-09-08,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
603,1974,14,Canadian Grand Prix,1974-09-22,,mosport,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756,332.0
604,1974,15,United States Grand Prix,1974-10-06,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
605,1973,1,Argentine Grand Prix,1973-01-28,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
606,1973,2,Brazilian Grand Prix,1973-02-11,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
607,1973,3,South African Grand Prix,1973-03-03,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
608,1973,4,Spanish Grand Prix,1973-04-29,,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79.0
609,1973,5,Belgian Grand Prix,1973-05-20,,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,36.0
610,1973,6,Monaco Grand Prix,1973-06-03,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
611,1973,7,Swedish Grand Prix,1973-06-17,,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042,153.0
612,1973,8,French Grand Prix,1973-07-01,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
613,1973,9,British Grand Prix,1973-07-14,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
614,1973,10,Dutch Grand Prix,1973-07-29,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
615,1973,11,German Grand Prix,1973-08-05,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
616,1973,12,Austrian Grand Prix,1973-08-19,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
617,1973,13,Italian Grand Prix,1973-09-09,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
618,1973,14,Canadian Grand Prix,1973-09-23,,mosport,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756,332.0
619,1973,15,United States Grand Prix,1973-10-07,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
620,1972,1,Argentine Grand Prix,1972-01-23,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
621,1972,2,South African Grand Prix,1972-03-04,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
622,1972,3,Spanish Grand Prix,1972-05-01,,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609.0
623,1972,4,Monaco Grand Prix,1972-05-14,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
624,1972,5,Belgian Grand Prix,1972-06-04,,nivelles,Nivelles-Baulers,Brussels,Belgium,50.6211,4.32694,139.0
625,1972,6,French Grand Prix,1972-07-02,,charade,Charade Circuit,Clermont-Ferrand,France,45.7472,3.03889,790.0
626,1972,7,British Grand Prix,1972-07-15,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
627,1972,8,German Grand Prix,1972-07-30,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
628,1972,9,Austrian Grand Prix,1972-08-13,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
629,1972,10,Italian Grand Prix,1972-09-10,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
630,1972,11,Canadian Grand Prix,1972-09-24,,mosport,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756,332.0
631,1972,12,United States Grand Prix,1972-10-08,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
632,1971,1,South African Grand Prix,1971-03-06,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
633,1971,2,Spanish Grand Prix,1971-04-18,,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79.0
634,1971,3,Monaco Grand Prix,1971-05-23,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
635,1971,4,Dutch Grand Prix,1971-06-20,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
636,1971,5,French Grand Prix,1971-07-04,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
637,1971,6,British Grand Prix,1971-07-17,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
638,1971,7,German Grand Prix,1971-08-01,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
639,1971,8,Austrian Grand Prix,1971-08-15,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
640,1971,9,Italian Grand Prix,1971-09-05,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
641,1971,10,Canadian Grand Prix,1971-09-19,,mosport,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756,332.0
642,1971,11,United States Grand Prix,1971-10-03,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
643,1970,1,South African Grand Prix,1970-03-07,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
644,1970,2,Spanish Grand Prix,1970-04-19,,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609.0
645,1970,3,Monaco Grand Prix,1970-05-10,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
646,1970,4,Belgian Grand Prix,1970-06-07,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
647,1970,5,Dutch Grand Prix,1970-06-21,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
648,1970,6,French Grand Prix,1970-07-05,,charade,Charade Circuit,Clermont-Ferrand,France,45.7472,3.03889,790.0
649,1970,7,British Grand Prix,1970-07-18,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
650,1970,8,German Grand Prix,1970-08-02,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
651,1970,9,Austrian Grand Prix,1970-08-16,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
652,1970,10,Italian Grand Prix,1970-09-06,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
653,1970,11,Canadian Grand Prix,1970-09-20,,tremblant,Circuit Mont-Tremblant,Quebec,Canada,46.1877,-74.6099,214.0
654,1970,12,United States Grand Prix,1970-10-04,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
655,1970,13,Mexican Grand Prix,1970-10-25,,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227.0
656,1969,1,South African Grand Prix,1969-03-01,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
657,1969,2,Spanish Grand Prix,1969-05-04,,montjuic,Montjuïc,Barcelona,Spain,41.3664,2.15167,79.0
658,1969,3,Monaco Grand Prix,1969-05-18,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
659,1969,4,Dutch Grand Prix,1969-06-21,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
660,1969,5,French Grand Prix,1969-07-06,,charade,Charade Circuit,Clermont-Ferrand,France,45.7472,3.03889,790.0
661,1969,6,British Grand Prix,1969-07-19,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
662,1969,7,German Grand Prix,1969-08-03,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
663,1969,8,Italian Grand Prix,1969-09-07,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
664,1969,9,Canadian Grand Prix,1969-09-20,,mosport,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756,332.0
665,1969,10,United States Grand Prix,1969-10-05,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
666,1969,11,Mexican Grand Prix,1969-10-19,,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227.0
667,1968,1,South African Grand Prix,1968-01-01,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
668,1968,2,Spanish Grand Prix,1968-05-12,,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609.0
669,1968,3,Monaco Grand Prix,1968-05-26,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
670,1968,4,Belgian Grand Prix,1968-06-09,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
671,1968,5,Dutch Grand Prix,1968-06-23,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
672,1968,6,French Grand Prix,1968-07-07,,essarts,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458,81.0
673,1968,7,British Grand Prix,1968-07-20,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
674,1968,8,German Grand Prix,1968-08-04,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
675,1968,9,Italian Grand Prix,1968-09-08,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
676,1968,10,Canadian Grand Prix,1968-09-22,,tremblant,Circuit Mont-Tremblant,Quebec,Canada,46.1877,-74.6099,214.0
677,1968,11,United States Grand Prix,1968-10-06,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
678,1968,12,Mexican Grand Prix,1968-11-03,,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227.0
679,1967,1,South African Grand Prix,1967-01-02,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
680,1967,2,Monaco Grand Prix,1967-05-07,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
681,1967,3,Dutch Grand Prix,1967-06-04,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
682,1967,4,Belgian Grand Prix,1967-06-18,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
683,1967,5,French Grand Prix,1967-07-02,,lemans,Le Mans,Le Mans,France,47.95,0.224231,67.0
684,1967,6,British Grand Prix,1967-07-15,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
685,1967,7,German Grand Prix,1967-08-06,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
686,1967,8,Canadian Grand Prix,1967-08-27,,mosport,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756,332.0
687,1967,9,Italian Grand Prix,1967-09-10,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
688,1967,10,United States Grand Prix,1967-10-01,,watkins_glen,Watkins Glen,New York State,USA,42.3369,-76.9272,485.0
689,1967,11,Mexican Grand Prix,1967-10-22,,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227.0
690,1966,1,Monaco Grand Prix,1966-05-22,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
691,1966,2,Belgian Grand Prix,1966-06-12,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
692,1966,3,French Grand Prix,1966-07-03,,reims,Reims-Gueux,Reims,France,49.2542,3.93083,88.0
693,1966,4,British Grand Prix,1966-07-16,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
694,1966,5,Dutch Grand Prix,1966-07-24,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
695,1966,6,German Grand Prix,1966-08-07,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
696,1966,7,Italian Grand Prix,1966-09-04,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
