raceId,year,round,nameRace,date,time,circuitRef,nameCircuit,location,country,lat,lng,alt
70,2006,18,Brazilian Grand Prix,2006-10-22,14:00:00,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
71,2005,1,Australian Grand Prix,2005-03-06,14:00:00,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0
72,2005,2,Malaysian Grand Prix,2005-03-20,15:00:00,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18.0
73,2005,3,Bahrain Grand Prix,2005-04-03,14:30:00,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7.0
74,2005,4,San Marino Grand Prix,2005-04-24,14:00:00,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
75,2005,5,Spanish Grand Prix,2005-05-08,14:00:00,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
76,2005,6,Monaco Grand Prix,2005-05-22,14:00:00,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
77,2005,7,European Grand Prix,2005-05-29,14:00:00,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
78,2005,8,Canadian Grand Prix,2005-06-12,13:00:00,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
79,2005,9,United States Grand Prix,2005-06-19,14:00:00,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,223.0
80,2005,10,French Grand Prix,2005-07-03,14:00:00,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
81,2005,11,British Grand Prix,2005-07-10,14:00:00,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
82,2005,12,German Grand Prix,2005-07-24,14:00:00,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
83,2005,13,Hungarian Grand Prix,2005-07-31,14:00:00,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
84,2005,14,Turkish Grand Prix,2005-08-21,15:00:00,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130.0
85,2005,15,Italian Grand Prix,2005-09-04,14:00:00,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
86,2005,16,Belgian Grand Prix,2005-09-11,14:00:00,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
87,2005,17,Brazilian Grand Prix,2005-09-25,14:00:00,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
88,2005,18,Japanese Grand Prix,2005-10-09,14:00:00,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
89,2005,19,Chinese Grand Prix,2005-10-16,14:00:00,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5.0
90,2004,1,Australian Grand Prix,2004-03-07,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0
91,2004,2,Malaysian Grand Prix,2004-03-21,,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18.0
92,2004,3,Bahrain Grand Prix,2004-04-04,,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7.0
93,2004,4,San Marino Grand Prix,2004-04-25,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
94,2004,5,Spanish Grand Prix,2004-05-09,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
95,2004,6,Monaco Grand Prix,2004-05-23,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
96,2004,7,European Grand Prix,2004-05-30,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
97,2004,8,Canadian Grand Prix,2004-06-13,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
98,2004,9,United States Grand Prix,2004-06-20,,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,223.0
99,2004,10,French Grand Prix,2004-07-04,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
100,2004,11,British Grand Prix,2004-07-11,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
101,2004,12,German Grand Prix,2004-07-25,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
102,2004,13,Hungarian Grand Prix,2004-08-15,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
103,2004,14,Belgian Grand Prix,2004-08-29,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
104,2004,15,Italian Grand Prix,2004-09-12,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
105,2004,16,Chinese Grand Prix,2004-09-26,,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5.0
106,2004,17,Japanese Grand Prix,2004-10-10,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
107,2004,18,Brazilian Grand Prix,2004-10-24,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
108,2003,1,Australian Grand Prix,2003-03-09,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0
109,2003,2,Malaysian Grand Prix,2003-03-23,,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18.0
110,2003,3,Brazilian Grand Prix,2003-04-06,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
111,2003,4,San Marino Grand Prix,2003-04-20,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
112,2003,5,Spanish Grand Prix,2003-05-04,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
113,2003,6,Austrian Grand Prix,2003-05-18,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
114,2003,7,Monaco Grand Prix,2003-06-01,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
115,2003,8,Canadian Grand Prix,2003-06-15,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
116,2003,9,European Grand Prix,2003-06-29,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
117,2003,10,French Grand Prix,2003-07-06,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
118,2003,11,British Grand Prix,2003-07-20,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
119,2003,12,German Grand Prix,2003-08-03,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
120,2003,13,Hungarian Grand Prix,2003-08-24,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
121,2003,14,Italian Grand Prix,2003-09-14,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
122,2003,15,United States Grand Prix,2003-09-28,,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,223.0
123,2003,16,Japanese Grand Prix,2003-10-12,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
124,2002,1,Australian Grand Prix,2002-03-03,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0
125,2002,2,Malaysian Grand Prix,2002-03-17,,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18.0
126,2002,3,Brazilian Grand Prix,2002-03-31,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
127,2002,4,San Marino Grand Prix,2002-04-14,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
128,2002,5,Spanish Grand Prix,2002-04-28,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
129,2002,6,Austrian Grand Prix,2002-05-12,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
130,2002,7,Monaco Grand Prix,2002-05-26,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
131,2002,8,Canadian Grand Prix,2002-06-09,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
132,2002,9,European Grand Prix,2002-06-23,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
133,2002,10,British Grand Prix,2002-07-07,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
134,2002,11,French Grand Prix,2002-07-21,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
135,2002,12,German Grand Prix,2002-07-28,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
136,2002,13,Hungarian Grand Prix,2002-08-18,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
137,2002,14,Belgian Grand Prix,2002-09-01,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
138,2002,15,Italian Grand Prix,2002-09-15,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
139,2002,16,United States Grand Prix,2002-09-29,,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,223.0
140,2002,17,Japanese Grand Prix,2002-10-13,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
141,2001,1,Australian Grand Prix,2001-03-04,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0
142,2001,2,Malaysian Grand Prix,2001-03-18,,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18.0
143,2001,3,Brazilian Grand Prix,2001-04-01,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
144,2001,4,San Marino Grand Prix,2001-04-15,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
145,2001,5,Spanish Grand Prix,2001-04-29,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
146,2001,6,Austrian Grand Prix,2001-05-13,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
147,2001,7,Monaco Grand Prix,2001-05-27,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
148,2001,8,Canadian Grand Prix,2001-06-10,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
149,2001,9,European Grand Prix,2001-06-24,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
150,2001,10,French Grand Prix,2001-07-01,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
151,2001,11,British Grand Prix,2001-07-15,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
152,2001,12,German Grand Prix,2001-07-29,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
153,2001,13,Hungarian Grand Prix,2001-08-19,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
154,2001,14,Belgian Grand Prix,2001-09-02,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
155,2001,15,Italian Grand Prix,2001-09-16,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
156,2001,16,United States Grand Prix,2001-09-30,,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,223.0
157,2001,17,Japanese Grand Prix,2001-10-14,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
158,2000,1,Australian Grand Prix,2000-03-12,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0
159,2000,2,Brazilian Grand Prix,2000-03-26,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
160,2000,3,San Marino Grand Prix,2000-04-09,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
161,2000,4,British Grand Prix,2000-04-23,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
162,2000,5,Spanish Grand Prix,2000-05-07,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
163,2000,6,European Grand Prix,2000-05-21,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
164,2000,7,Monaco Grand Prix,2000-06-04,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
165,2000,8,Canadian Grand Prix,2000-06-18,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
166,2000,9,French Grand Prix,2000-07-02,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
167,2000,10,Austrian Grand Prix,2000-07-16,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
168,2000,11,German Grand Prix,2000-07-30,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
169,2000,12,Hungarian Grand Prix,2000-08-13,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
170,2000,13,Belgian Grand Prix,2000-08-27,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
171,2000,14,Italian Grand Prix,2000-09-10,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
172,2000,15,United States Grand Prix,2000-09-24,,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347,223.0
173,2000,16,Japanese Grand Prix,2000-10-08,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
174,2000,17,Malaysian Grand Prix,2000-10-22,,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18.0
175,1999,1,Australian Grand Prix,1999-03-07,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0
176,1999,2,Brazilian Grand Prix,1999-04-11,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
177,1999,3,San Marino Grand Prix,1999-05-02,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
178,1999,4,Monaco Grand Prix,1999-05-16,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
179,1999,5,Spanish Grand Prix,1999-05-30,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
180,1999,6,Canadian Grand Prix,1999-06-13,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
181,1999,7,French Grand Prix,1999-06-27,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
182,1999,8,British Grand Prix,1999-07-11,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
183,1999,9,Austrian Grand Prix,1999-07-25,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
184,1999,10,German Grand Prix,1999-08-01,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
185,1999,11,Hungarian Grand Prix,1999-08-15,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
186,1999,12,Belgian Grand Prix,1999-08-29,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
187,1999,13,Italian Grand Prix,1999-09-12,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
188,1999,14,European Grand Prix,1999-09-26,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
189,1999,15,Malaysian Grand Prix,1999-10-17,,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18.0
190,1999,16,Japanese Grand Prix,1999-10-31,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
191,1998,1,Australian Grand Prix,1998-03-08,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0
192,1998,2,Brazilian Grand Prix,1998-03-29,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
193,1998,3,Argentine Grand Prix,1998-04-12,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
194,1998,4,San Marino Grand Prix,1998-04-26,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
195,1998,5,Spanish Grand Prix,1998-05-10,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
196,1998,6,Monaco Grand Prix,1998-05-24,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
197,1998,7,Canadian Grand Prix,1998-06-07,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
198,1998,8,French Grand Prix,1998-06-28,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
199,1998,9,British Grand Prix,1998-07-12,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
200,1998,10,Austrian Grand Prix,1998-07-26,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
201,1998,11,German Grand Prix,1998-08-02,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
202,1998,12,Hungarian Grand Prix,1998-08-16,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
203,1998,13,Belgian Grand Prix,1998-08-30,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
204,1998,14,Italian Grand Prix,1998-09-13,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
205,1998,15,Luxembourg Grand Prix,1998-09-27,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
206,1998,16,Japanese Grand Prix,1998-11-01,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
207,1997,1,Australian Grand Prix,1997-03-09,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0
208,1997,2,Brazilian Grand Prix,1997-03-30,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
209,1997,3,Argentine Grand Prix,1997-04-13,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
210,1997,4,San Marino Grand Prix,1997-04-27,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
211,1997,5,Monaco Grand Prix,1997-05-11,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
212,1997,6,Spanish Grand Prix,1997-05-25,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
213,1997,7,Canadian Grand Prix,1997-06-15,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
214,1997,8,French Grand Prix,1997-06-29,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
215,1997,9,British Grand Prix,1997-07-13,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
216,1997,10,German Grand Prix,1997-07-27,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
217,1997,11,Hungarian Grand Prix,1997-08-10,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
218,1997,12,Belgian Grand Prix,1997-08-24,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
219,1997,13,Italian Grand Prix,1997-09-07,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
220,1997,14,Austrian Grand Prix,1997-09-21,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
221,1997,15,Luxembourg Grand Prix,1997-09-28,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
222,1997,16,Japanese Grand Prix,1997-10-12,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
223,1997,17,European Grand Prix,1997-10-26,,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,37.0
224,1996,1,Australian Grand Prix,1996-03-10,,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0
225,1996,2,Brazilian Grand Prix,1996-03-31,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
226,1996,3,Argentine Grand Prix,1996-04-07,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
227,1996,4,European Grand Prix,1996-04-28,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
228,1996,5,San Marino Grand Prix,1996-05-05,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
229,1996,6,Monaco Grand Prix,1996-05-19,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
230,1996,7,Spanish Grand Prix,1996-06-02,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
231,1996,8,Canadian Grand Prix,1996-06-16,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
232,1996,9,French Grand Prix,1996-06-30,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
233,1996,10,British Grand Prix,1996-07-14,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
234,1996,11,German Grand Prix,1996-07-28,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
235,1996,12,Hungarian Grand Prix,1996-08-11,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
236,1996,13,Belgian Grand Prix,1996-08-25,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
237,1996,14,Italian Grand Prix,1996-09-08,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
238,1996,15,Portuguese Grand Prix,1996-09-22,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
239,1996,16,Japanese Grand Prix,1996-10-13,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
240,1995,1,Brazilian Grand Prix,1995-03-26,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
241,1995,2,Argentine Grand Prix,1995-04-09,,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593,8.0
242,1995,3,San Marino Grand Prix,1995-04-30,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
243,1995,4,Spanish Grand Prix,1995-05-14,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
244,1995,5,Monaco Grand Prix,1995-05-28,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
245,1995,6,Canadian Grand Prix,1995-06-11,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
246,1995,7,French Grand Prix,1995-07-02,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
247,1995,8,British Grand Prix,1995-07-16,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
248,1995,9,German Grand Prix,1995-07-30,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
249,1995,10,Hungarian Grand Prix,1995-08-13,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
250,1995,11,Belgian Grand Prix,1995-08-27,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
251,1995,12,Italian Grand Prix,1995-09-10,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
252,1995,13,Portuguese Grand Prix,1995-09-24,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
253,1995,14,European Grand Prix,1995-10-01,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
254,1995,15,Pacific Grand Prix,1995-10-22,,okayama,Okayama International Circuit,Okayama,Japan,34.915,134.221,266.0
255,1995,16,Japanese Grand Prix,1995-10-29,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
256,1995,17,Australian Grand Prix,1995-11-12,,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,58.0
257,1994,1,Brazilian Grand Prix,1994-03-27,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
258,1994,2,Pacific Grand Prix,1994-04-17,,okayama,Okayama International Circuit,Okayama,Japan,34.915,134.221,266.0
259,1994,3,San Marino Grand Prix,1994-05-01,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
260,1994,4,Monaco Grand Prix,1994-05-15,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
261,1994,5,Spanish Grand Prix,1994-05-29,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
262,1994,6,Canadian Grand Prix,1994-06-12,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
263,1994,7,French Grand Prix,1994-07-03,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
264,1994,8,British Grand Prix,1994-07-10,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
265,1994,9,German Grand Prix,1994-07-31,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
266,1994,10,Hungarian Grand Prix,1994-08-14,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
267,1994,11,Belgian Grand Prix,1994-08-28,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
268,1994,12,Italian Grand Prix,1994-09-11,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
269,1994,13,Portuguese Grand Prix,1994-09-25,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
270,1994,14,European Grand Prix,1994-10-16,,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,37.0
271,1994,15,Japanese Grand Prix,1994-11-06,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
272,1994,16,Australian Grand Prix,1994-11-13,,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,58.0
273,1993,1,South African Grand Prix,1993-03-14,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
274,1993,2,Brazilian Grand Prix,1993-03-28,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
275,1993,3,European Grand Prix,1993-04-11,,donington,Donington Park,Castle Donington,UK,52.8306,-1.37528,88.0
